OBJECTID,PUD_NAME,PUD_WEB_URL,PUD_CHANGE_NARRATIVE,PUD_ZONING,PUD_STATUS,PUD_CASE_NUMBER,SHAPEAREA,SHAPELEN,GLOBALID,WARD
2666,Brookland Artspace Lofts LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-2-B,Final,09-08,0,0,{1696892B-B1E9-427E-9DFA-A127D94512A9},Ward 5
2667,Adams Morgan Church Hotel LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,Case # 11-17,C-2-B,Final,11-17,0,0,{0764089A-8FB6-4062-B508-49ECA0E2FE1C},Ward 1
2668,Governments of Czechoslovakia & Hungary & Indonesia & Poland,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Case 71-5, Order 70 (R-5-C changed to R-5-D via Order 721)",R-5-D,Final,71-5,0,0,{B8D468DC-71FD-49EA-B4DD-742EB8AD546D},Ward 3
2649,Ashmeade Associates,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010","R-5-C, R-5-B",Final,83-11,0,0,{1E630BD6-8F6C-4793-A099-5552B497A721},Ward 1
2650,Childrens Hospital National Med. Ctr,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",SP-2,Final,70-3,0,0,{068FBE6D-6E85-4E90-93EF-6A4BD101FBB3},Ward 5
2651,Non-Profit Community Development Corp.,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-2-B,Final,05-14,0,0,{72EAF9D8-26AF-4349-9F36-8F03A3933FE6},Ward 1
2652,Friendship-Macomb,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-2-A,Final,08-15,0,0,{267CE4BF-3981-48DD-8D79-05A60DB05C38},Ward 3
2653,Station Place,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-C,Final,03-31,0,0,{5E206D95-3B48-4B98-94B3-DADA1802F76B},Ward 6
2654,The Nannie Helen at 4800,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"PUD Approved Sept. 23, 2010",C-2-A,Final,10-11,0,0,{3C90B130-3724-42FD-B11D-A92D076B3E14},Ward 7
2477,Sibley Memorial Hospital,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",SP-1,Final,05-42,0,0,{6BB849DB-EC6D-4F38-83C8-AFBF778B9464},Ward 3
2478,MedStar Health - Wash. Hospital Center,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010","SP-1, SP-2",Final,04-17A,0,0,{2D1311A5-EEC3-48EF-A93E-69B8FD95F47F},Ward 5
2479,George Washington U. Residence Hall,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-C,Final,03-29A,0,0,{81E8DCA0-D566-405A-8E50-3B14F470AB87},Ward 2
2480,Lafayette Centre,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-B,Final,84-17,0,0,{3C99F959-9343-41FE-9007-ED3AB587B592},Ward 2
2561,One Judiciary Square,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-C,Final,97-11,0,0,{763D948C-60CC-42AB-AA0C-5F290F8F758F},Ward 2
2562,Pollin Memorial Community Dev.,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-5-A,Final,06-30,0,0,{E798EBF0-3431-481E-9AF4-8E8E6AFDFC6B},Ward 7
2563,Anacostia Gateway Government Center,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-A,Final,05-03,0,0,{6242C06A-A2D8-4C92-9745-402E6593A44E},Ward 8
2476,DCPS and GWU- School Without Walls,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",SP-2,Final,06-17,0,0,{6C3741C2-4A6D-4F26-A99A-350F6E63FCF4},Ward 2
2564,Georgetown University,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-B,Final,78-17,0,0,{709D2BB2-591B-40B8-BCB1-77603630786B},Ward 2
2568,Republic of Italy,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-5-C,Final,78-30,0,0,{47023509-E1CC-4C93-B5DB-6B0A5B52D62E},Ward 3
2569,Prudential Insurance Co. of America,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-A,Final,79-19,0,0,{CF65AA02-2E17-4664-A594-F1AA57619610},Ward 3
2570,Republic of France,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-5-C,Final,78-20,0,0,{9646DD56-E7B1-460D-B6D2-A4C31A4BAFF2},Ward 3
2571,CESC 2101 L St. LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-B,Final,70-16A,0,0,{DEE7D6E8-9C37-45FF-8571-DD4601D0163D},Ward 2
2572,St. Martins Apartments,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-5-B,Final,05-39,0,0,{D05031DF-3AD1-4CDC-B3C0-2C816FE71DD1},Ward 5
2565,IMF Headquarters 2,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-4,Final,01-13A,0,0,{431BC21C-CA74-4E4A-9741-8F82074454F7},Ward 2
2566,G.W. Carver Senior Apartments,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-5-B,Final,04-04A,0,0,{B48F723C-5E59-4D46-9C3D-CD98353E5E1F},Ward 7
2567,Boston Properties et al,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-C,Final,06-27,0,0,{7F7905A3-ED10-4502-8D5C-C6EFEF9E96EC},Ward 2
2573,H Street Community Development Corp,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-A,Final,05-25,0,0,{38C386CC-A1E4-4B10-88DA-25C3A95F845D},Ward 5
2574,Eastgate Senior Residences,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-5-B,Final,04-37,0,0,{6E0AF965-A464-427D-B08A-0AF5CDC9DF27},Ward 7
2575,"Marriott International, Inc.",http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",DD/C-3-C,Final,08-13,0,0,{27D74495-D3ED-49C7-858E-027B307D608B},Ward 2
2576,American Institute of Architects,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-C,Final,08-27,0,0,{391A9576-90D1-49E4-994D-A6ACFF34DF3E},Ward 2
2577,Georgia & Lamont L.P.,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",GAC-2-B,Final,08-26,0,0,{4F7005FE-146A-4067-8681-2F0503ED905D},Ward 1
2578,Highlands Addition,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-5-B,Final,06-45,0,0,{DFBC52BB-F2A0-4E80-B9A0-770446A90F6A},Ward 8
2579,Steuart - H Street LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-2-B,Final,06-01,0,0,{8E0B1C30-6578-4B3F-9B76-31233B8D2767},Ward 6
2580,PerStar M St. Partners LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",CR,Final,07-21,0,0,{A59DA8CB-8D08-43C7-B9CB-BDEAF4BCA277},Ward 2
2581,Kelsey Gardens Property Company LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-2-C,Final,08-14,0,0,{0AB63408-C9A3-4FD6-B2C9-EC69E3DFA8D4},Ward 6
2582,American Pharmacists Association,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",SP-2,Final,04-01,0,0,{CE33FC5E-45B9-43D5-ACF0-DFB8CE3652E5},Ward 2
2583,The Salvation Army,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-2-A,Final,04-35,0,0,{47FCBD21-6D54-4267-833E-26F40684694C},Ward 8
2584,Eastgate Family Housing,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-5-A,Final,05-24B,0,0,{4427AEFB-971A-4B64-A362-3909EC100270},Ward 7
2585,"Rocky Gorge at Fort Totten, LLC",http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-4,Final,04-11,0,0,{C6B81F76-57D9-4A67-AFED-13C84DF4155F},Ward 5
2586,Station Holdings LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010","C-2-A, C-2-B, C-3-C",Final,05-37,0,0,{BB232AF5-97E8-47AC-A686-53B46A7446F3},Ward 6
2587,Mill Creek Residential Trust,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,Setdown 3/9/15,C-3-C,Pending,05-38B,0,0,{C2987CB2-56BE-4F04-A4B6-B0CEE626530B},Ward 6
2588,Capital Gateway Estates,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-5-A,Final,03-03,0,0,{B849E7E2-619A-4EB4-ABD7-90F5A25FA9E4},Ward 7
2589,5401 Western Avenue,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-5-C,Final,04-06,0,0,{25D1A3E4-F61C-4EC4-B378-03D068ADA562},Ward 3
2590,George Washington University,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-C,Final,80-11,0,0,{144BB67C-BFFF-408C-BB43-FBA9025FB8B6},Ward 2
2591,Union Labor Life Insurance Company,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-C,Final,80-7,0,0,{98BE1A94-1161-46C3-A511-7D6EAA3950F9},Ward 6
2592,Walter Washington Estates,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-5-A,Final,00-16,0,0,{2FB8CCED-C0D2-4B47-AA29-46DD67FEA41B},Ward 8
2593,McLean Gardens,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010","R-5-B, C-2-B, C-2-A",Final,87-17,0,0,{37FBAFB6-290E-4B1E-AEF6-EF9AB2C7BB7E},Ward 3
2594,Retirement Housing Foundation,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-2-A,Final,01-24,0,0,{2718643F-1A64-470E-A845-BC6609365F2E},Ward 5
2595,Bryan School,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-5-B,Final,00-34,0,0,{5E49DDFD-E8A6-42E7-88B0-E89D39DC73C0},Ward 6
2596,Broadway Atlantic One LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010","CR, ARTS/C-2-B",Final,05-17/05-32,0,0,{6B3850B0-DF76-46F1-9D8F-065C1E280BFF},Ward 1
2597,Valley Green/Skytower,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-5-A,Final,98-3,0,0,{2DA3FF56-1866-4019-9096-81F31E1B6B13},Ward 8
2598,Tenley Park LLC,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-5-B,Final,00-03,0,0,{A7C3C9D2-F9D4-4BBA-A4FD-B54850894832},Ward 3
2599,Blair Road LP,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-5-A,Final,76-3,0,0,{263FE675-057D-4803-A88E-97DBF9B0F83A},Ward 4
2600,Oxon Creek,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-5-A,Final,97-10,0,0,{19E2C188-A73F-4D26-99AA-87D3AF7CAD9C},Ward 8
2601,Fredrick Douglas Stanton,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-5-A,Final,01-18,0,0,{F037B49C-07C0-4607-ADEA-5E961DBC4530},Ward 8
2602,Sumner School Project,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-4,Final,82-14,0,0,{14FE3344-7AD8-4411-827A-CABC26DE1566},Ward 2
2603,K/26 Partnership,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-5-D,Final,84-16,0,0,{066BDE2F-A94D-4049-A593-02470BC21C95},Ward 2
2604,Chevy Chase Pavilion,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-B,Final,85-16,0,0,{F0509486-19FA-4670-8BDD-3988D06119B9},Ward 3
2605,Abrams & Associates,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-B,Final,85-20,0,0,{7BE99290-4D01-48B8-85F7-001B8EE7EADA},Ward 3
2606,St. Matthews Cathedral,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-C,Final,85-19,0,0,{48649478-A194-4F81-BF08-E864BC5FFB24},Ward 2
2607,Mayfair House,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-C,Final,87-24,0,0,{9C6F68E1-DD21-4F8D-89A5-5F913B1B4DA7},Ward 2
2608,Penn Plaza,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-C,Final,87-29,0,0,{D9149DDB-D285-43E4-8BE4-86F2C6BBF649},Ward 2
2609,Wynmark Development Corporation,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-2-C,Final,88-2,0,0,{D552D645-409E-445C-A501-C3112FBFB543},Ward 2
2611,1212 Mass. Ave.,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-C,Final,89-22,0,0,{B29F4C59-6BCE-4C08-8693-FEBFCB2C7396},Ward 2
2612,Brookings Institute,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",SP-2,Final,89-2,0,0,{FD034997-AD6C-4404-A2AB-269415E9EC08},Ward 2
2613,Franklin Plaza,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-4,Final,89-7,0,0,{4B99C294-AE8E-413B-8A71-53CF91BD60BA},Ward 2
2614,International Monetary Fund,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-C,Final,91-7,0,0,{96F74DB2-524F-4D60-90C3-A1378B3607DA},Ward 2
2615,IBG/Citistate,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-5-D,Final,92-4,0,0,{B28A729C-6292-4764-A2E2-0EEC2921E2DB},Ward 2
2616,1333 New Hampshire Avenue,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-B,Final,92-5,0,0,{64D8AD0C-D087-4A1A-A344-1F7A14B69AE1},Ward 2
2617,Colony House,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-2-A,Final,93-7,0,0,{2D16676C-A874-4FE7-AB80-37D679056F16},Ward 4
2618,Arts Club of Washington,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-C,Final,94-12,0,0,{69870563-C63B-4D4B-8FF1-991FB281F8AD},Ward 2
2610,Gonzaga,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-C,Final,89-14,0,0,{FFE1F3E1-46DB-400B-9263-F25424322B24},Ward 6
2619,Catholic University,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",SP-1,Final,96-9,0,0,{8DBBBFA2-824B-4BE1-A7E3-27232A6112FE},Ward 5
2620,Challenger Court Corporation,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",R-5-B,Final,98-10,0,0,{7DFC62E4-54B6-4BC7-8766-AA2272095EB2},Ward 6
2621,Millennium Partners,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",CR,Final,98-1,0,0,{B4B60998-A477-4963-8098-9FFA2616B091},Ward 2
2622,Fort Totten Solid Waste Handling Fac.,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",FT/M,Final,03-28,0,0,{0C795033-3811-4460-A9ED-5FB8D57A1D4F},Ward 5
2623,CSX Realty Development Corp. & FF Realty,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-C,Final,05-23,0,0,{96E0676F-859E-4B2B-B028-FAE430749FC2},Ward 5
2624,Douglas Development Corp. - 6th & L NW,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",DD/C-2-C,Final,06-21,0,0,{C7FE82AB-A0D9-40B9-A3F2-08EA98D37365},Ward 6
2625,John Akridge Dev. Co. - 5220 Wisc.,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-2-B,Final,06-31A,0,0,{55DEC54E-CBC9-4AF2-9339-823529AEEFDA},Ward 3
2626,Columbia Heights Ventures Parcel 26,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-A,Final,07-02,0,0,{D02337F0-E484-4899-A97D-1F34AD46CE3B},Ward 1
2627,Mid-City Urban LLC and A&R Dev. Corp.,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-2-B,Final,04-24A,0,0,{05CF0A31-07B0-4624-A7E8-CD4C82CBEAD1},Ward 5
2628,Neighborhood Development Co.,http://www.dcregs.org/Gateway/ChapterHome.aspx?ChapterNumber=11-24,"Official Digital Zoning Map of July 1, 2010",C-3-A,Final,05-19,0,0,{6163CC2D-F91E-45E5-92D2-4A91D4688B62},Ward 4
